timestamp_x,cog,sog,timestamp_y,height,width,filename,filepath
1.563177573132062e+18,2.626079073079548,0.16953874310848366,1.563177573132062e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006006.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006006.jpg
1.5631775731649326e+18,2.62596066419226,0.16690682399874412,1.5631775731649326e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006007.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006007.jpg
1.5631775731983032e+18,2.625840454286624,0.16423487297319925,1.5631775731983032e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006008.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006008.jpg
1.563177573231632e+18,2.625720395618576,0.16156628356270408,1.563177573231632e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006009.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006009.jpg
1.5631775732649562e+18,2.625600352627595,0.15889804261230553,1.5631775732649562e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006010.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006010.jpg
1.5631775732981983e+18,2.6254806056565267,0.1562363814084372,1.5631775732981983e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006011.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006011.jpg
1.5631775733316122e+18,2.625360239902401,0.1535609662795789,1.5631775733316122e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006012.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006012.jpg
1.5631775733648425e+18,2.625240535351632,0.1509002479677367,1.5631775733648425e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006013.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006013.jpg
1.563177573398304e+18,2.625165038413007,0.14999999105930328,1.563177573398304e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006014.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006014.jpg
1.5631775734315645e+18,2.625112650885453,0.14999999105930328,1.5631775734315645e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006015.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006015.jpg
1.5631775734808481e+18,2.6250350260241544,0.14999999105930328,1.5631775734808481e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006016.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006016.jpg
1.5631775735079158e+18,2.624992392711981,0.14999999105930328,1.5631775735079158e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006017.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006017.jpg
1.563177573535566e+18,2.6249488416785804,0.14999999105930328,1.563177573535566e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006018.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006018.jpg
1.5631775735691924e+18,2.6248958779543514,0.14999999105930328,1.5631775735691924e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006019.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006019.jpg
1.5631775736026499e+18,2.6248431803531496,0.14999999105930328,1.5631775736026499e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006020.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006020.jpg
1.5631775736365253e+18,2.6247135856081716,0.15026175626677407,1.5631775736365253e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006021.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006021.jpg
1.563177573669473e+18,2.6242716108243473,0.15160109417453851,1.563177573669473e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006022.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006022.jpg
1.5631775737034045e+18,2.6238164388167484,0.1529804242780694,1.5631775737034045e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006023.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006023.jpg
1.563177573736866e+18,2.623367571805988,0.15434064803982897,1.563177573736866e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006024.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006024.jpg
1.5631775737700925e+18,2.622921857293647,0.15569131863070287,1.5631775737700925e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006025.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006025.jpg
1.5631775738029883e+18,2.6224805796309325,0.15702854401810806,1.5631775738029883e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006026.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006026.jpg
1.563177573835362e+18,2.622046304086167,0.15834455054338265,1.563177573835362e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006027.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006027.jpg
1.5631775738686346e+18,2.621599971436881,0.15969709430501844,1.5631775738686346e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006028.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006028.jpg
1.563177573902231e+18,2.6212176394001014,0.1589541943672593,1.563177573902231e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006029.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006029.jpg
1.563177573935487e+18,2.6208584630809493,0.15762395553258204,1.563177573935487e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006030.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006030.jpg
1.5631775739685916e+18,2.6205009208141474,0.15629976854424982,1.5631775739685916e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006031.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006031.jpg
1.5631775740015247e+18,2.620145231026321,0.1549824423631107,1.5631775740015247e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006032.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006032.jpg
1.5631775740349312e+18,2.6197844289495005,0.15364618240212066,1.5631775740349312e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006033.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006033.jpg
1.5631775740683407e+18,2.619423593693952,0.15230979956100177,1.5631775740683407e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006034.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006034.jpg
1.563177574102522e+18,2.6190544222830128,0.1509425430875137,1.563177574102522e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006035.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006035.jpg
1.563177574134904e+18,2.6188239431299434,0.1503431110175292,1.563177574134904e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006036.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006036.jpg
1.5631775741681352e+18,2.6189144554925097,0.15163615109931947,1.5631775741681352e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006037.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006037.jpg
1.5631775742016778e+18,2.6190058164368017,0.1529413138365461,1.5631775742016778e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006038.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006038.jpg
1.5631775742349868e+18,2.6190965407704807,0.15423738209192112,1.5631775742349868e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006039.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006039.jpg
1.563177574268344e+18,2.619187396888832,0.1555353329946893,1.563177574268344e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006040.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006040.jpg
1.5631775743018957e+18,2.6192787822376933,0.15684084437032209,1.5631775743018957e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006041.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006041.jpg
1.5631775743348406e+18,2.6193685150486004,0.1581227479453105,1.5631775743348406e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006042.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006042.jpg
1.5631775743682145e+18,2.6194594164897227,0.15942134631940436,1.5631775743682145e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006043.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006043.jpg
1.5631775744015956e+18,2.619005334700454,0.1599999964237213,1.5631775744015956e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006044.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006044.jpg
1.563177574435022e+18,2.6181121721286322,0.1599999964237213,1.563177574435022e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006045.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006045.jpg
1.5631775744683753e+18,2.61722096590653,0.1599999964237213,1.5631775744683753e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006046.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006046.jpg
1.5631775745051802e+18,2.616237530791894,0.1599999964237213,1.5631775745051802e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006047.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006047.jpg
1.5631775745349443e+18,2.6154422267483364,0.1599999964237213,1.5631775745349443e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006048.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006048.jpg
1.5631775745684234e+18,2.6145476550574864,0.1599999964237213,1.5631775745684234e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006049.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006049.jpg
1.56317757460215e+18,2.613646475556046,0.1599999964237213,1.56317757460215e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006050.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006050.jpg
1.5631775746352684e+18,2.6127820444774867,0.16021066569540926,1.5631775746352684e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006051.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006051.jpg
1.5631775746683727e+18,2.6120284524216832,0.16155637238376414,1.5631775746683727e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006052.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006052.jpg
1.5631775747036142e+18,2.6112262114455627,0.16298895256945406,1.5631775747036142e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006053.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006053.jpg
1.5631775747349527e+18,2.6105128182700112,0.16426287519161137,1.5631775747349527e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006054.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006054.jpg
1.5631775747687624e+18,2.6097431711380845,0.1656372517991275,1.5631775747687624e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006055.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006055.jpg
1.5631775748021658e+18,2.6089827724293184,0.16699511328442623,1.5631775748021658e+18,500.0,530.0,_camera_crop_image_rect_color_compressed_000006056.jpg,camera_images/_camera_crop_image_rect_color_compressed_000006056.jpg
